player_value,opposition_team_strength,team_strength,recent_points,recent_bps,season_points,season_bps,season_minutes,win_odds,over_two_point_five_goals,home_or_away_id_-1,home_or_away_id_1,home_or_away_id_2,position_id_1,position_id_2,position_id_3,position_id_4,over_four_points
40,1192.5,1155.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
45,1192.5,1155.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
49,1192.5,1155.0,0.6666666666666666,2.6666666666666665,0.6666666666666666,2.6666666666666665,13.0,2.5,1.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
39,1192.5,1155.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
61,1192.5,1155.0,8.666666666666666,27.666666666666664,8.666666666666666,27.666666666666668,78.0,2.5,1.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
39,1192.5,1155.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
48,1192.5,1155.0,1.6666666666666663,11.0,1.6666666666666667,11.0,68.33333333333333,2.5,1.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
64,1192.5,1155.0,6.0,25.33333333333333,6.0,25.33333333333333,86.66666666666667,2.5,1.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
44,1192.5,1155.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
45,1082.5,1157.5,3.333333333333333,16.0,3.333333333333333,16.0,90.0,1.4,1.62,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
45,1192.5,1155.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
40,1192.5,1155.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
